protocol_type,service,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,attack_type
tcp,kshell,0,0,77,16,255,16,neptune
icmp,ecr_i,30,0,2,2,194,194,normal
icmp,ecr_i,1032,0,511,511,255,50,smurf
udp,private,1,0,7,2,255,2,satan
tcp,private,0,0,126,20,255,20,neptune
tcp,nnsp,0,0,149,19,255,19,neptune
udp,domain_u,45,129,74,154,255,255,normal
udp,other,147,105,1,1,255,1,normal
tcp,http,244,1088,24,40,255,255,normal
tcp,http,0,0,1,1,4,255,normal
icmp,ecr_i,1032,0,511,511,255,240,smurf
tcp,ftp_data,0,0,203,18,255,18,neptune
tcp,private,0,0,1,1,198,1,portsweep
tcp,http,283,835,20,21,20,255,normal
tcp,ctf,0,0,195,2,255,2,neptune
tcp,netbios_ns,0,0,105,14,255,14,neptune
tcp,private,0,0,193,14,255,14,neptune
tcp,http,165,16129,4,4,255,255,normal
udp,domain_u,88,0,1,2,4,4,normal
tcp,http,0,0,1,1,161,255,normal
tcp,http,260,737,6,6,78,212,normal
udp,private,105,147,1,1,179,177,normal
tcp,private,0,0,149,7,255,20,neptune
tcp,private,0,0,261,18,255,7,neptune
tcp,private,0,0,105,7,255,8,neptune
tcp,http,251,173,1,1,255,255,normal
udp,private,28,0,192,92,255,92,teardrop
tcp,http,307,760,1,8,5,255,normal
tcp,private,0,0,279,20,255,20,neptune
udp,domain_u,43,69,118,118,255,224,normal
udp,domain_u,43,43,70,152,255,254,normal
tcp,http,0,0,1,1,137,93,normal
tcp,http,335,1721,9,9,33,255,normal
tcp,private,0,0,283,18,255,10,neptune
tcp,telnet,0,0,3,2,255,22,neptune
icmp,urp_i,182,0,2,1,255,6,normal
tcp,iso_tsap,0,0,294,2,255,2,neptune
tcp,http,182,411,1,1,14,255,normal
tcp,smtp,758,328,1,3,43,190,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,http,0,0,258,7,255,7,neptune
udp,domain_u,42,42,7,11,255,247,normal
tcp,http,243,5907,13,13,195,255,normal
tcp,http,273,985,9,9,255,255,normal
tcp,smtp,1828,376,1,2,255,163,normal
tcp,http,189,277,1,5,5,255,normal
tcp,http,0,0,260,31,255,17,neptune
tcp,private,0,0,227,3,255,3,neptune
tcp,http,215,1364,8,12,84,255,normal
udp,domain_u,45,78,144,144,255,255,normal
tcp,ftp_data,491,0,2,2,124,22,normal
udp,domain_u,46,135,67,147,255,255,normal
icmp,eco_i,8,0,1,24,3,55,nmap
udp,other,146,105,1,1,255,2,normal
tcp,ftp_data,567,0,1,1,78,75,normal
tcp,http,214,1099,33,34,33,255,normal
udp,ntp_u,48,48,1,1,213,20,normal
icmp,eco_i,18,0,1,1,2,130,ipsweep
tcp,ftp_data,88382,0,19,19,255,25,normal
tcp,imap4,0,0,283,12,255,2,neptune
tcp,private,0,0,251,7,255,10,neptune
tcp,ftp_data,383,0,2,2,151,26,normal
tcp,smtp,2602,330,1,2,39,149,normal
tcp,efs,0,0,135,20,255,20,neptune
tcp,finger,0,0,258,7,255,7,neptune
tcp,smtp,1447,334,1,1,133,92,normal
tcp,Z39_50,0,0,225,4,255,17,neptune
icmp,ecr_i,520,0,461,461,20,20,smurf
tcp,other,0,0,511,1,255,1,satan
tcp,telnet,0,0,54,13,255,29,neptune
tcp,http,205,318,5,6,255,255,normal
tcp,telnet,104,2328,1,1,25,6,normal
tcp,http,331,546,7,10,255,255,normal
tcp,http,287,4009,2,2,8,255,normal
icmp,eco_i,8,0,1,37,4,156,nmap
tcp,http,327,3200,3,3,255,255,normal
tcp,http,347,1366,7,7,63,255,normal
tcp,http,246,468,15,15,255,255,normal
tcp,http,221,8440,16,21,16,255,normal
tcp,http,351,310,7,7,186,255,normal
tcp,private,0,0,277,14,255,14,neptune
tcp,http,249,2093,1,18,14,255,normal
tcp,http,206,810,22,44,22,255,normal
icmp,eco_i,8,0,1,42,1,53,nmap
udp,domain_u,46,112,78,156,255,237,normal
tcp,private,0,0,167,1,255,16,neptune
tcp,other,1,0,2,2,255,2,portsweep
tcp,http,236,2731,3,3,6,255,normal
tcp,private,0,0,123,2,255,7,neptune
tcp,telnet,848,25323,1,1,1,1,normal
tcp,ftp,0,0,257,6,255,6,neptune
tcp,private,0,0,511,1,255,1,satan
tcp,http,0,0,1,2,45,251,normal
udp,domain_u,46,78,53,53,255,255,normal
tcp,http,293,4937,18,18,69,255,normal
tcp,smtp,1413,368,1,2,20,158,normal
tcp,time,0,0,1,1,85,1,portsweep
icmp,eco_i,8,0,1,28,4,148,nmap
tcp,http,260,9541,1,2,79,255,normal
tcp,telnet,5281,14895,1,1,74,20,normal
tcp,http,213,3276,14,14,255,255,normal
tcp,private,0,0,228,14,89,14,neptune
tcp,smtp,11798,1568,1,1,255,7,normal
tcp,http,0,0,192,2,255,2,neptune
tcp,http,54540,8314,5,5,213,213,back
icmp,eco_i,8,0,1,34,1,129,ipsweep
tcp,private,0,0,2,1,255,1,portsweep
icmp,ecr_i,1032,0,511,511,255,202,smurf
tcp,http,232,2698,2,3,55,55,normal
tcp,http_443,0,0,132,20,255,20,neptune
tcp,nnsp,0,0,48,7,255,7,neptune
tcp,smtp,0,89,1,1,6,100,ipsweep
tcp,http,170,11680,4,4,43,255,normal
tcp,http,198,2004,30,32,67,255,normal
tcp,private,0,0,2,1,255,1,portsweep
tcp,private,0,0,180,3,255,17,neptune
tcp,efs,0,0,131,4,255,4,neptune
tcp,telnet,125,3138,1,1,29,14,normal
tcp,http,0,0,1,2,60,255,normal
tcp,http,305,314,14,21,255,255,normal
tcp,http,296,2445,5,5,247,255,normal
udp,domain_u,30,0,1,2,19,2,normal
udp,domain_u,32,102,6,6,159,150,normal
tcp,ftp_data,192,0,2,2,254,87,normal
tcp,private,0,0,279,13,255,8,neptune
udp,private,105,147,2,2,47,47,normal
tcp,private,0,0,2,2,255,2,portsweep
tcp,http_443,0,0,118,1,255,1,neptune
tcp,csnet_ns,0,0,243,14,255,14,neptune
tcp,http,201,978,9,9,9,255,normal
tcp,private,0,0,254,2,255,17,neptune
tcp,http,162,19994,1,1,1,255,normal
tcp,private,0,0,128,14,255,14,neptune
icmp,ecr_i,1032,0,511,511,255,49,smurf
tcp,private,0,0,120,12,255,16,neptune
tcp,private,0,0,229,15,255,29,neptune
tcp,ftp_data,748,0,1,1,123,23,normal
tcp,supdup,0,0,271,18,255,18,neptune
tcp,systat,0,0,251,20,255,20,neptune
tcp,http,216,260,34,34,34,255,normal
tcp,http,175,488,13,13,22,255,normal
tcp,ftp_data,0,0,219,1,255,1,neptune
tcp,ftp_data,1339,0,2,2,69,34,normal
tcp,private,0,0,66,5,255,24,neptune
tcp,http,230,9532,1,1,169,255,normal
tcp,http,0,0,290,45,255,16,neptune
tcp,http,216,420,20,20,255,255,normal
tcp,gopher,0,0,130,18,255,12,neptune
udp,domain_u,44,111,199,201,255,255,normal
tcp,imap4,0,0,231,14,255,14,neptune
icmp,eco_i,8,0,1,12,2,44,ipsweep
tcp,http,210,307,11,14,11,255,normal
tcp,http,213,24572,3,7,255,255,normal
icmp,eco_i,8,0,1,12,1,47,ipsweep
tcp,private,0,0,289,16,255,5,neptune
udp,private,105,146,5,1,134,126,normal
tcp,ftp_data,10389,0,2,2,161,54,normal
tcp,smtp,3446,328,1,1,255,149,normal
tcp,http,336,685,16,17,255,255,normal
udp,domain_u,42,42,10,17,255,255,normal
tcp,private,0,0,94,1,255,18,neptune
tcp,http,314,657,1,24,25,255,normal
tcp,ftp_data,740,0,2,2,63,62,normal
tcp,ftp,341,1072,1,1,1,1,normal
tcp,http,234,11334,8,9,24,255,normal
tcp,telnet,110,9225,1,1,120,1,normal
tcp,domain,0,0,249,7,255,7,neptune
tcp,auth,0,0,230,1,255,1,neptune
tcp,private,0,0,1,1,255,1,portsweep
tcp,private,0,0,255,16,255,15,neptune
tcp,http,260,1596,2,3,43,240,normal
tcp,http,323,6186,9,10,208,255,normal
tcp,http,217,1884,1,14,1,255,normal
tcp,http,249,1425,11,11,91,255,normal
tcp,smtp,632,329,1,1,62,104,normal
tcp,http,301,12471,18,18,88,255,normal
udp,domain_u,45,45,126,206,255,255,normal
tcp,http,327,3276,4,38,155,255,normal
tcp,Z39_50,0,0,266,16,255,5,neptune
tcp,http,214,5985,13,14,117,255,normal
tcp,private,0,0,511,1,255,1,satan
tcp,http,301,127,1,4,12,255,normal
tcp,netbios_dgm,0,0,94,17,255,12,neptune
tcp,http,309,2728,5,5,32,230,normal
tcp,private,1,0,2,2,255,2,portsweep
tcp,http,321,1229,22,26,64,255,normal
tcp,http,318,357,18,20,255,255,normal
tcp,http,312,422,5,6,5,255,normal
udp,other,516,4,197,197,197,197,normal
tcp,time,0,0,233,10,255,10,neptune
tcp,smtp,1094,329,1,2,138,146,normal
udp,other,145,105,2,2,255,2,normal
tcp,smtp,1020,333,1,2,92,151,normal
tcp,smtp,840,332,1,1,121,64,normal
tcp,http,193,2833,9,9,13,255,normal
tcp,private,0,0,1,1,53,1,ipsweep
udp,domain_u,31,0,1,11,255,37,normal
tcp,http,251,1721,7,7,255,255,normal
udp,other,516,4,497,497,255,255,normal
tcp,http,218,839,3,12,53,255,normal
udp,other,1,0,32,10,255,10,satan
tcp,http,345,1846,9,9,255,255,normal
tcp,ftp_data,0,0,76,16,255,36,neptune
tcp,private,0,0,189,18,255,18,neptune
tcp,http,330,318,2,4,93,255,normal
tcp,courier,0,0,142,2,255,2,neptune
tcp,http,201,2280,14,19,255,255,normal
tcp,ftp,329,1054,1,1,251,45,normal
udp,domain_u,43,74,273,274,255,246,normal
tcp,telnet,99,2822,1,1,3,2,normal
tcp,private,0,0,111,8,255,14,neptune
icmp,urp_i,181,0,3,3,255,127,normal
tcp,private,0,0,187,18,255,3,neptune
tcp,telnet,121,10269,1,1,136,2,normal
udp,domain_u,44,127,111,172,255,255,normal
tcp,private,0,0,125,10,255,10,neptune
tcp,http,320,639,3,3,15,255,normal
tcp,private,0,0,164,2,255,19,neptune
tcp,http,236,267,11,15,255,255,normal
tcp,ftp,1268,2451,1,1,254,82,warezclient
tcp,http,231,7648,9,39,30,255,normal
udp,other,516,4,261,261,255,255,normal
udp,domain_u,42,42,1,1,255,241,normal
tcp,Z39_50,0,0,113,8,255,8,neptune
tcp,ftp,937,2720,1,1,144,22,normal
tcp,uucp,0,0,126,2,255,7,neptune
tcp,private,0,0,48,13,255,14,neptune
tcp,other,167,0,1,1,157,1,normal
icmp,ecr_i,1480,0,4,4,88,4,pod
tcp,private,0,0,290,19,255,19,neptune
tcp,http,195,622,4,4,255,255,normal
tcp,systat,0,0,269,12,255,9,neptune
icmp,eco_i,18,0,1,1,1,80,ipsweep
tcp,netbios_ssn,0,0,283,19,255,2,neptune
tcp,ssh,0,0,230,8,255,8,neptune
tcp,ftp_data,748,0,1,2,211,79,normal
udp,domain_u,44,69,261,261,255,236,normal
udp,other,516,4,440,440,255,255,normal
tcp,private,0,0,132,8,255,15,neptune
tcp,http,198,3487,2,3,43,255,normal
udp,other,146,0,4,1,255,2,normal
tcp,telnet,798,276683,1,1,255,37,normal
udp,private,1,0,16,4,255,49,satan
icmp,eco_i,8,0,1,6,2,150,ipsweep
udp,domain_u,17,17,3,4,255,220,normal
tcp,http,54540,8314,6,6,255,255,back
tcp,private,0,0,215,10,255,10,neptune
icmp,eco_i,8,0,1,49,1,153,ipsweep
udp,domain_u,45,132,68,148,255,239,normal
tcp,http,208,2324,39,40,255,255,normal
udp,other,1,0,19,1,255,1,satan
icmp,eco_i,8,0,1,41,2,138,ipsweep
udp,other,516,4,305,305,255,255,normal
tcp,kshell,0,0,115,14,255,14,neptune
tcp,smtp,11200,328,1,3,15,86,normal
icmp,eco_i,8,0,1,14,2,6,ipsweep
tcp,http,283,1366,25,27,94,255,normal
udp,other,147,105,2,2,255,3,normal
tcp,telnet,0,0,54,10,255,50,neptune
tcp,http,326,15525,3,3,13,193,normal
tcp,finger,0,0,236,20,255,20,neptune
tcp,login,0,0,7,2,255,17,neptune
tcp,http,465,9067,2,2,255,255,normal
tcp,daytime,0,0,147,16,255,16,neptune
udp,domain_u,44,128,94,141,255,253,normal
tcp,smtp,2083,329,1,1,60,180,normal
tcp,http,208,281,15,15,15,255,normal
udp,domain_u,45,45,110,110,255,201,normal
tcp,http,269,958,14,14,255,255,normal
tcp,http,308,1380,4,4,255,254,normal
tcp,http,236,29200,1,1,1,255,normal
tcp,http,182,1805,15,15,34,255,normal
tcp,http,215,12798,25,25,107,255,normal
tcp,Z39_50,0,0,229,16,255,16,neptune
udp,domain_u,43,78,147,149,255,231,normal
udp,domain_u,42,42,13,27,255,255,normal
tcp,netbios_ssn,0,0,116,3,255,3,neptune
udp,domain_u,44,44,5,9,49,47,normal
tcp,private,0,0,79,9,255,9,neptune
udp,domain_u,46,136,91,152,255,255,normal
tcp,http,0,0,16,7,255,40,neptune
tcp,private,0,0,130,12,33,4,neptune
tcp,private,1,0,2,2,255,2,portsweep
tcp,telnet,88,1753,1,1,7,2,normal
tcp,http,241,396,6,6,255,255,normal
icmp,eco_i,8,0,1,37,2,84,ipsweep
udp,private,100,0,3,3,130,20,nmap
tcp,vmnet,0,0,203,19,255,17,neptune
tcp,systat,0,0,206,21,255,21,neptune
udp,other,147,105,6,2,127,3,normal
udp,other,516,4,348,348,255,255,normal
tcp,private,0,0,111,3,255,3,neptune
tcp,private,0,0,117,3,255,12,neptune
tcp,ftp_data,7321,0,1,1,42,58,normal
tcp,ftp_data,374,0,5,5,255,11,normal
udp,domain_u,43,43,229,229,255,255,normal
tcp,http,203,1777,1,1,11,255,normal
icmp,eco_i,64,0,1,1,198,1,normal
tcp,smtp,1019,333,1,2,178,193,normal
tcp,private,0,0,69,9,255,9,neptune
tcp,uucp,0,0,69,18,255,18,neptune
udp,private,28,0,89,89,255,89,teardrop
tcp,private,0,0,269,14,255,11,neptune
tcp,http,214,1215,5,20,255,255,normal
tcp,http,327,270,5,5,255,246,normal
icmp,eco_i,8,0,1,20,1,25,nmap
tcp,http,327,274,2,2,255,254,normal
tcp,ftp_data,7077,0,4,4,228,103,normal
tcp,auth,0,0,201,1,255,1,neptune
tcp,http,224,1415,10,10,255,255,normal
tcp,ftp_data,637,0,6,6,205,58,normal
tcp,private,0,0,101,2,255,2,neptune
tcp,mtp,0,0,228,18,255,18,neptune
tcp,http,202,279,5,6,44,255,normal
icmp,ecr_i,1032,0,423,423,255,255,smurf
tcp,telnet,85,1736,1,1,255,51,normal
tcp,http,212,1108,5,5,255,255,normal
tcp,http,216,1353,3,3,76,255,normal
tcp,http,200,2498,13,13,80,255,normal
tcp,http,230,52465,1,9,255,255,normal
tcp,http,257,678,14,20,255,255,normal
tcp,private,0,0,233,10,255,4,neptune
tcp,private,0,0,157,12,255,12,neptune
tcp,private,0,0,209,1,255,1,satan
tcp,http,0,0,19,19,172,183,normal
tcp,http,252,712,34,34,139,237,normal
tcp,http,230,9986,3,38,31,255,normal
tcp,http,354,2771,1,12,83,255,normal
tcp,private,0,0,1,1,129,1,nmap
tcp,http,269,2117,13,13,119,255,normal
tcp,http,255,310,12,17,255,255,normal
tcp,ftp,1190,2447,1,1,255,133,warezclient
tcp,private,0,0,1,1,255,1,portsweep
tcp,smtp,1848,434,1,1,23,98,normal
icmp,eco_i,8,0,1,50,1,255,ipsweep
tcp,smtp,1584,326,1,2,4,4,normal
udp,domain_u,45,142,171,237,255,238,normal
tcp,http,324,2309,11,11,48,255,normal
tcp,finger,0,0,19,5,255,64,neptune
tcp,csnet_ns,0,0,259,2,255,19,neptune
udp,domain_u,35,0,2,5,155,37,normal
tcp,private,0,0,209,8,255,8,neptune
tcp,http,162,2532,2,2,34,255,normal
udp,private,28,0,46,46,255,146,teardrop
udp,domain_u,45,45,141,141,255,255,normal
icmp,ecr_i,1032,0,511,511,255,10,smurf
udp,domain_u,46,142,91,171,255,253,normal
icmp,urp_i,181,0,5,3,255,86,normal
tcp,http,242,80476,2,4,2,156,normal
tcp,private,0,0,250,17,255,17,neptune
tcp,iso_tsap,0,0,259,14,255,14,neptune
tcp,private,0,0,1,1,255,13,neptune
tcp,http,269,745,1,11,30,255,normal
tcp,uucp,0,0,125,1,255,6,neptune
icmp,eco_i,8,0,1,47,2,18,ipsweep
udp,domain_u,43,83,182,183,255,241,normal
tcp,private,0,0,231,15,255,21,neptune
tcp,http,292,2828,17,28,42,255,normal
tcp,private,0,0,19,18,255,18,neptune
tcp,smtp,723,393,2,3,255,5,normal
icmp,ecr_i,1032,0,446,446,255,255,smurf
tcp,vmnet,0,0,219,8,255,8,neptune
tcp,http,199,293,9,9,131,255,normal
tcp,ftp_data,11,0,1,1,255,53,normal
tcp,name,0,0,205,3,255,20,neptune
udp,domain_u,44,80,176,176,255,235,normal
tcp,http,246,2038,14,27,255,255,normal
tcp,smtp,591,275,1,1,255,163,normal
tcp,http,316,2965,6,6,255,255,normal
tcp,http,217,5949,8,8,8,255,normal
tcp,uucp_path,0,0,274,18,255,18,neptune
tcp,smtp,644,334,1,4,153,191,normal
icmp,urp_i,182,0,1,1,255,15,normal
tcp,netstat,0,0,118,13,255,13,neptune
tcp,private,0,0,154,1,255,1,satan
tcp,http,293,13599,21,21,255,255,normal
udp,private,100,0,2,2,80,10,nmap
tcp,http,144,9534,1,1,116,255,normal
tcp,http,162,10384,1,1,10,255,normal
tcp,private,0,0,12,1,255,17,neptune
tcp,http,251,1917,2,47,43,255,normal
tcp,finger,0,0,292,22,255,22,neptune
udp,domain_u,45,135,141,221,255,255,normal
tcp,http,346,11327,15,15,145,255,normal
tcp,http,206,1214,12,12,255,255,normal
tcp,http,226,1110,6,6,41,255,normal
tcp,hostnames,0,0,243,6,255,6,neptune
tcp,ftp_data,0,640,1,7,48,6,normal
tcp,http,344,10839,1,1,1,255,normal
tcp,http,326,276,5,5,255,247,normal
udp,domain_u,46,129,251,251,255,252,normal
tcp,netstat,0,0,148,13,255,13,neptune
tcp,nnsp,0,0,108,17,255,17,neptune
tcp,Z39_50,0,0,284,18,255,18,neptune
udp,domain_u,44,79,74,152,255,211,normal
tcp,kshell,0,0,61,1,255,1,neptune
tcp,private,0,0,509,1,255,1,satan
tcp,http,205,1788,16,17,77,255,normal
tcp,ftp_data,305,0,2,3,102,38,normal
tcp,ftp_data,1692,0,2,2,255,3,normal
tcp,other,1,0,2,2,255,2,portsweep
tcp,vmnet,0,0,206,3,255,3,neptune
tcp,telnet,588,20138,1,1,255,31,normal
icmp,eco_i,8,0,1,29,2,40,ipsweep
udp,domain_u,44,85,142,142,255,202,normal
tcp,http,300,1400,44,46,180,255,normal
udp,domain_u,44,79,176,177,255,235,normal
tcp,http,291,593,6,6,255,255,normal
tcp,Z39_50,0,0,102,11,255,11,neptune
tcp,netbios_dgm,0,0,264,10,255,10,neptune
tcp,private,0,0,2,1,255,1,portsweep
tcp,http,218,759,24,28,255,255,normal
tcp,bgp,0,0,267,14,255,14,neptune
tcp,http,206,658,8,10,9,255,normal
udp,domain_u,43,125,171,248,173,134,normal
tcp,http,0,0,1,1,3,255,normal
udp,domain_u,46,78,178,178,255,255,normal
tcp,http,285,8955,8,8,126,255,normal
tcp,Z39_50,0,0,216,6,255,6,neptune
tcp,smtp,0,0,1,1,86,147,normal
tcp,courier,0,0,116,17,255,17,neptune
tcp,smtp,1754,328,1,3,150,192,normal
udp,domain_u,44,150,133,215,255,254,normal
tcp,ftp_data,10389,0,7,7,51,81,normal
tcp,netbios_dgm,0,0,235,9,255,10,neptune
tcp,netbios_ns,0,0,180,15,255,15,neptune
tcp,http,325,12884,11,11,215,215,normal
icmp,urp_i,78,0,16,7,255,7,normal
udp,domain_u,45,45,137,137,255,255,normal
tcp,systat,0,0,2,1,255,1,portsweep
tcp,http,234,421,3,3,255,255,normal
tcp,http,181,2047,3,8,24,27,normal
tcp,daytime,0,0,243,20,255,20,neptune
tcp,ftp_data,26408,0,9,9,109,96,normal
tcp,private,0,0,105,14,181,14,neptune
tcp,private,0,0,205,18,255,20,neptune
tcp,smtp,1681,375,1,1,136,166,normal
tcp,private,1,0,2,2,255,2,portsweep
tcp,http,296,1645,5,5,255,255,normal
tcp,http,284,634,25,28,25,255,normal
tcp,private,0,0,142,15,255,5,neptune
udp,private,105,147,9,2,255,226,normal
tcp,hostnames,0,0,300,20,255,20,neptune
tcp,telnet,282,7589,1,1,41,15,normal
tcp,ftp_data,245,0,2,2,83,59,normal
tcp,http,299,181,4,6,255,255,normal
tcp,auth,9,38,2,1,255,13,normal
tcp,http,276,10861,3,5,5,255,normal
icmp,eco_i,8,0,1,34,1,101,ipsweep
tcp,http,265,8646,1,1,1,255,normal
tcp,private,0,0,265,15,255,6,neptune
tcp,ftp_data,567,0,1,1,158,126,normal
tcp,smtp,631,329,1,1,21,244,normal
udp,domain_u,46,80,222,221,255,254,normal
tcp,gopher,0,0,220,13,255,13,neptune
tcp,echo,0,0,268,10,255,10,neptune
tcp,ctf,0,0,142,3,255,3,neptune
tcp,private,0,0,255,4,255,7,neptune
tcp,http,225,2538,23,23,23,255,normal
tcp,http,226,2819,5,5,255,255,normal
tcp,http,346,570,5,5,125,255,normal
tcp,private,0,0,33,10,255,7,neptune
tcp,sql_net,0,0,251,7,255,7,neptune
tcp,http,283,285,18,18,255,255,normal
icmp,urp_i,182,0,2,1,255,10,normal
tcp,ftp_data,10389,0,18,18,39,125,normal
tcp,http,316,3433,11,11,78,255,normal
tcp,http,312,25925,3,33,125,255,normal
tcp,http,213,33514,1,6,3,251,normal
icmp,eco_i,8,0,1,39,1,141,ipsweep
tcp,http,284,1051,3,17,8,255,normal
udp,domain_u,45,45,156,156,255,255,normal
udp,other,146,105,2,2,255,2,normal
tcp,http,54540,8314,2,3,141,141,back
tcp,http,337,1112,3,6,255,255,normal
tcp,supdup,0,0,112,3,255,6,neptune
tcp,private,0,0,292,13,255,11,neptune
tcp,finger,0,0,50,15,255,55,neptune
tcp,telnet,691,23036,1,1,255,36,normal
tcp,telnet,2225,35841,1,1,255,1,normal
icmp,eco_i,8,0,1,4,2,28,ipsweep
tcp,netbios_ns,0,0,133,18,255,18,neptune
tcp,http,314,309,2,2,255,255,normal
udp,other,147,105,5,1,255,1,normal
tcp,bgp,0,0,249,3,255,3,neptune
tcp,http,210,706,28,28,255,255,normal
tcp,private,0,0,130,12,255,12,neptune
tcp,private,0,0,107,11,255,13,neptune
tcp,http,319,17905,16,16,120,255,normal
udp,private,105,146,1,1,128,111,normal
tcp,http,237,1484,13,13,255,255,normal
icmp,ecr_i,520,0,441,441,183,183,smurf
tcp,hostnames,0,0,136,8,255,2,neptune
tcp,http,335,383,9,9,34,255,normal
tcp,telnet,251,38322,1,1,255,55,normal
tcp,http,245,1205,3,3,255,255,normal
udp,domain_u,43,133,42,95,255,254,normal
udp,domain_u,46,142,95,175,255,255,normal
tcp,telnet,835,1639484,1,1,47,4,normal
udp,domain_u,45,140,52,202,192,196,normal
tcp,http,216,5095,28,37,104,255,normal
udp,private,28,0,36,36,255,36,teardrop
tcp,private,0,0,93,15,255,15,neptune
tcp,finger,0,0,35,9,115,34,neptune
tcp,nnsp,0,0,146,6,255,4,neptune
tcp,smtp,1566,385,1,1,255,55,normal
tcp,csnet_ns,0,0,217,2,255,2,neptune
tcp,private,1,0,2,2,255,2,portsweep
tcp,private,0,0,352,1,255,1,satan
tcp,private,0,0,110,11,166,11,neptune
tcp,http,273,5189,1,1,40,255,normal
udp,other,516,4,403,403,255,255,normal
tcp,hostnames,0,0,256,8,255,8,neptune
tcp,http,226,1787,9,9,219,255,normal
tcp,http,221,1259,5,6,5,255,normal
udp,domain_u,44,71,273,272,255,254,normal
tcp,smtp,2541,328,1,2,120,130,normal
tcp,ftp_data,16,0,2,2,255,59,normal
tcp,domain,0,0,235,19,255,20,neptune
tcp,pop_3,0,0,225,13,255,15,neptune
tcp,http,313,25519,2,2,255,255,normal
tcp,supdup,0,0,261,16,255,16,neptune
tcp,private,0,0,154,1,255,1,satan
tcp,http,302,2507,5,6,48,37,normal
tcp,smtp,654,326,1,1,40,239,normal
tcp,http,245,255,20,65,255,255,normal
udp,domain_u,32,48,5,11,32,234,normal
udp,domain_u,46,132,23,85,255,181,normal
icmp,ecr_i,1032,0,511,511,255,194,smurf
icmp,ecr_i,520,0,446,446,194,194,smurf
udp,other,147,105,1,1,255,2,normal
udp,other,146,0,1,1,255,3,normal
icmp,eco_i,8,0,1,24,1,38,ipsweep
tcp,ftp_data,334,0,1,1,11,21,warezclient
icmp,eco_i,8,0,1,28,2,88,ipsweep
tcp,http,220,434,10,17,255,255,normal
udp,other,145,0,11,1,255,1,normal
tcp,http,213,10616,15,16,255,255,normal
udp,domain_u,45,89,113,113,255,255,normal
tcp,http,213,2431,2,2,2,255,normal
tcp,private,0,0,254,14,255,14,neptune
tcp,private,0,0,105,14,255,14,neptune
icmp,ecr_i,520,0,340,340,255,255,smurf
tcp,http,0,0,41,14,255,65,neptune
tcp,http,216,5905,3,3,131,255,normal
tcp,http,224,12884,8,17,209,245,normal
tcp,http,265,255,9,10,255,255,normal
tcp,smtp,2256,497,1,4,249,39,normal
tcp,finger,0,0,11,4,173,46,neptune
tcp,ftp,243,776,1,1,22,11,normal
tcp,ftp_data,8325,0,19,19,255,112,normal
tcp,http,295,38677,5,5,255,255,normal
tcp,private,0,0,79,23,255,23,neptune
tcp,whois,0,0,135,5,255,5,neptune
tcp,link,0,0,270,20,255,20,neptune
tcp,http,262,4165,5,5,5,255,normal
icmp,ecr_i,1032,0,510,510,255,246,smurf
udp,domain_u,45,83,304,304,255,254,normal
tcp,http,246,459,30,34,255,255,normal
tcp,smtp,701,285,1,1,139,132,normal
tcp,hostnames,0,0,264,14,255,14,neptune
tcp,http,213,27264,3,4,49,255,normal
icmp,ecr_i,1032,0,511,511,255,184,smurf
tcp,http,290,2860,7,18,88,255,normal
tcp,pop_2,0,0,244,17,255,17,neptune
tcp,telnet,760,68041,1,1,250,112,normal
udp,domain_u,43,135,65,145,255,253,normal
tcp,http,260,9728,1,1,6,255,normal
udp,domain_u,42,42,7,12,255,244,normal
tcp,private,0,0,30,4,255,8,neptune
udp,domain_u,45,74,140,140,255,254,normal
tcp,private,0,0,2,1,255,1,portsweep
tcp,http,225,2649,1,1,237,255,normal
tcp,http,54540,8314,2,2,152,152,back
tcp,telnet,105,1071,1,1,194,1,normal
tcp,private,0,0,238,4,255,6,neptune
tcp,smtp,790,330,1,2,127,82,normal
tcp,supdup,0,0,148,25,255,25,neptune
tcp,http,219,787,3,3,255,255,normal
tcp,nnsp,0,0,102,17,255,17,neptune
tcp,private,0,0,234,6,255,12,neptune
tcp,netstat,0,0,200,15,255,19,neptune
tcp,http,0,0,37,12,255,63,neptune
tcp,ftp,338,1054,1,1,240,44,normal
tcp,http,221,944,2,2,15,255,normal
tcp,ftp_data,334,0,1,1,14,46,warezclient
tcp,domain,48,500,104,1,255,1,normal
icmp,eco_i,8,0,1,31,1,39,ipsweep
tcp,smtp,1213,361,1,1,88,54,normal
tcp,http,327,11783,25,25,255,255,normal
tcp,ftp_data,12,0,1,1,132,35,normal
tcp,telnet,141,2117,1,1,1,2,normal
tcp,smtp,1234,386,1,2,255,11,normal
tcp,sql_net,0,0,229,5,255,20,neptune
tcp,ftp_data,334,0,2,2,9,46,warezclient
tcp,netbios_dgm,0,0,217,6,255,19,neptune
tcp,private,0,0,278,16,255,16,neptune
tcp,private,0,0,208,7,255,7,neptune
tcp,http,298,1515,8,8,35,255,normal
udp,domain_u,45,126,71,151,255,235,normal
tcp,http,0,0,1,2,0,0,normal
udp,private,1,0,17,9,255,9,satan
tcp,netstat,0,0,227,15,255,4,neptune
tcp,http,333,1300,13,17,16,255,normal
tcp,http,314,2966,4,4,10,255,normal
udp,private,28,0,45,45,117,45,teardrop
